Number,Name,Position,Age,Height,Weight,College,Team
95,Josh Martin,LB,26,75,245,Columbia,Jets
52,Alec Ogletree,LB,26,74,235,Georgia,Rams
53,A.J. Klein,LB,26,73,240,Iowa State,Saints
59,Luke Kuechly,LB,26,75,238,Boston College,Panthers
77,Jesse Davis,OT,26,78,321,Idaho,Dolphins
75,William Poehls,OT,26,80,344,Montana,Jaguars
71,Dan France,OT,26,78,315,Michigan State,Panthers
66,Tyrus Thompson,OT,26,77,330,Oklahoma,Seahawks
72,Shon Coleman,OT,26,79,310,Auburn,Browns
73,John Wetzel,OT,26,79,328,Boston College,Cardinals
67,Stephane Nembot,OT,26,78,320,Colorado,Ravens
69,Rashod Hill,OT,26,78,313,Southern Mississippi,Vikings
71,Denzelle Good,OT,26,77,345,Mars Hill,Colts
72,Josh Wells,OT,26,78,306,James Madison,Jaguars
79,Brent Qvale,OT,26,79,315,Nebraska,Jets
69,T.J. Clemmings,OT,26,77,309,Pittsburgh,Redskins
72,Charles Leno Jr.,OT,26,75,306,Boise State,Bears
66,Seantrel Henderson,OT,26,79,331,Miami,Bills
75,Jack Mewhort,OT,26,78,305,Ohio State,Colts
73,Cornelius Lucas,OT,26,81,330,Kansas State,Rams
74,James Hurst,OT,26,77,317,North Carolina,Ravens
76,Morgan Moses,OT,26,78,335,Virginia,Redskins
77,Taylor Lewan,OT,26,79,309,Michigan,Titans
69,David Bakhtiari,OT,26,76,310,Colorado,Packers
68,LaAdrian Waddle,OT,26,78,315,Texas Tech,Patriots
72,Terron Armstead,OT,26,77,304,Arkansas-Pine Bluff,Saints
2,Kasey Redfern,P,26,73,205,Wofford,Lions
4,Jordan Berry,P,26,77,195,Eastern Kentucky,Steelers
16,Pat O'Donnell,P,26,76,217,Miami,Bears
9,Chris Boswell,PK,26,74,185,Rice,Steelers
2,Cairo Santos,PK,26,68,160,Tulane,Bears
8,Brandon McManus,PK,26,75,201,Temple,Broncos
7,Patrick Murray,PK,26,67,182,Fordham,Buccaneers
7,Chandler Catanzaro,PK,26,75,200,Clemson,Jets
4,Garrett Gilbert,QB,26,76,230,SMU,Panthers
13,Trevor Siemian,QB,26,75,220,Northwestern,Broncos
9,Bryce Petty,QB,26,75,230,Baylor,Jets
10,Jimmy Garoppolo,QB,26,74,225,Eastern Illinois,49ers
4,Derek Carr,QB,26,75,215,Fresno State,Raiders
9,Tyler Bray,QB,26,78,225,Tennessee,Chiefs
32,David Fluellen,RB,26,71,224,Toledo,Titans
31,Mack Brown,RB,26,71,213,Florida,Vikings
45,Marcus Murphy,RB,26,69,195,Missouri,Bills
31,David Johnson,RB,26,73,224,Northern Iowa,Cardinals
45,Rod Smith,RB,26,75,235,Ohio State,Cowboys
34,Senorise Perry,RB,26,73,210,Louisville,Dolphins
30,Corey Grant,RB,26,71,203,Auburn,Jaguars
34,Zach Zenner,RB,26,71,221,South Dakota State,Lions
37,Javorius Allen,RB,26,73,222,USC,Ravens
33,Kerwynn Williams,RB,26,68,198,Utah State,Cardinals
32,Branden Oliver,RB,26,68,208,Buffalo,Chargers
32,Spencer Ware,RB,26,70,229,LSU,Chiefs
35,Charcandrick West,RB,26,70,205,Abilene Christian,Chiefs
39,Mike James,RB,26,70,223,Miami,Lions
28,Alfred Blue,RB,26,74,225,LSU,Texans
25,Giovani Bernard,RB,26,69,205,North Carolina,Bengals
22,C.J. Anderson,RB,26,68,224,California,Broncos
25,Theo Riddick,RB,26,69,201,Notre Dame,Lions
26,Lamar Miller,RB,26,70,225,Miami,Texans
27,Dexter McCoil,S,26,76,220,Tulsa,49ers
20,Sharrod Neasman,S,26,71,213,Florida Atlantic,Falcons
26,Jaylen Watkins,S,26,71,194,Florida,Eagles
37,Ricardo Allen,S,26,69,186,Purdue,Falcons
23,Kurtis Drummond,S,26,73,210,Michigan State,Texans
41,Anthony Harris,S,26,73,192,Virginia,Vikings
40,Antone Exum Jr.,S,26,73,219,Virginia Tech,49ers
35,Walt Aikens,S,26,73,212,Liberty,Dolphins
29,Nat Berhe,S,26,71,195,San Diego State,Giants
27,J.J. Wilcox,S,26,73,212,Georgia Southern,Steelers
35,Eric Reid,S,26,73,213,LSU,49ers
36,Shawn Williams,S,26,73,210,Georgia,Bengals
21,Jordan Poyer,S,26,73,191,Oregon State,Bills
29,Shamarko Thomas,S,26,69,205,Syracuse,Bills
38,Jeff Heath,S,26,73,212,Saginaw Valley,Cowboys
36,Kemal Ishmael,S,26,73,206,UCF,Falcons
23,Tony Jefferson,S,26,71,215,Oklahoma,Ravens
36,D.J. Swearinger,S,26,70,205,South Carolina,Redskins
32,Kenny Vaccaro,S,26,73,214,Texas,Saints
88,Vince Mayle,TE,26,74,247,Washington State,Ravens
88,Khari Lee,TE,26,76,253,Bowie State Bulldogs,Bills
82,Logan Thomas,TE,26,78,250,Virginia Tech,Bills
84,Cameron Brate,TE,26,77,245,Harvard,Buccaneers
85,Gabe Holmes,TE,26,76,255,Purdue,Cardinals
85,A.J. Derby,TE,26,77,255,Arkansas,Dolphins
80,James O'Shaughnessy,TE,26,76,245,Illinois State,Jaguars
85,Neal Sterling,TE,26,76,257,Monmouth,Jets
88,Clive Walford,TE,26,76,250,Miami,Raiders
81,Blake Bell,TE,26,78,252,Oklahoma,Vikings
84,Demetrius Harris,TE,26,79,230,--,Chiefs
88,Trey Burton,TE,26,75,235,Florida,Eagles
82,Richard Rodgers,TE,26,76,257,California,Packers
80,Crockett Gillmore,TE,26,78,266,Colorado State,Ravens
87,C.J. Fiedorowicz,TE,26,77,265,Iowa,Texans
88,Dion Sims,TE,26,76,268,Michigan State,Bears
80,Levine Toilolo,TE,26,80,265,Stanford,Falcons
87,Rashawn Scott,WR,26,73,199,Miami,Dolphins
17,Bernard Reedy,WR,26,68,175,Toledo,Patriots
83,Matt Hazel,WR,26,73,195,Coastal Carolina,Browns
16,Freddie Martino,WR,26,73,195,North Greenville,Buccaneers
16,Johnny Holton,WR,26,73,190,Cincinnati,Raiders
11,DeAndrew White,WR,26,73,192,Alabama,Texans
17,Jeremy Butler,WR,26,74,213,UT Martin,Bills
16,Bennie Fowler III,WR,26,73,212,Michigan State,Broncos
12,Josh Gordon,WR,26,75,225,Utah,Browns
11,Geremy Davis,WR,26,75,211,Connecticut,Chargers
89,Isaiah Burse,WR,26,70,187,Fresno State,Chargers
14,Justin Hardy,WR,26,70,192,East Carolina,Falcons
12,Kaelin Clay,WR,26,70,195,Utah,Panthers
10,Seth Roberts,WR,26,74,195,West Alabama,Raiders
10,Martavis Bryant,WR,26,76,211,Clemson,Steelers
13,Kelvin Benjamin,WR,26,77,245,Florida State,Bills
18,Taylor Gabriel,WR,26,68,165,Abilene Christian,Falcons
11,Marqise Lee,WR,26,73,196,USC,Jaguars
88,Allen Hurns,WR,26,75,201,Miami,Jaguars
83,Jeff Janis,WR,26,75,219,Saginaw Valley,Packers
12,Bruce Ellington,WR,26,69,200,South Carolina,Texans
12,Markus Wheaton,WR,26,71,185,Oregon State,Bears
84,Cordarrelle Patterson,WR,26,74,220,Tennessee,Raiders
11,Justin Hunter,WR,26,76,203,Tennessee,Steelers
3,Brisly Estime,WR,25,69,176,Syracuse,Jets
62,Daniel Munyer,C,25,73,305,Colorado,Cardinals
72,Aaron Neary,C,25,76,301,Eastern Washington,Rams
66,Jack Allen,C,25,74,296,Michigan State,Saints
65,Cody Whitehair,C,25,76,310,Kansas State,Bears
64,Jake Brendel,C,25,76,299,UCLA,Dolphins
60,Graham Glasgow,C,25,78,310,Michigan,Lions
66,Austin Blythe,C,25,75,300,Iowa,Rams
61,Mitch Morse,C,25,78,305,Missouri,Chiefs
60,David Andrews,C,25,75,295,Georgia,Patriots
62,James Stone,C,25,75,291,Tennessee,Raiders
65,Greg Mancz,C,25,76,300,Toledo,Texans
62,Nick Easton,C,25,75,303,Harvard,Vikings
61,Russell Bodine,C,25,75,308,North Carolina,Bengals
74,Demetrius Rhaney,C,25,74,301,Tennessee State,Redskins
26,Herb Waters,CB,25,73,188,Miami,Packers
22,William Jackson III,CB,25,73,190,Houston,Bengals
30,Lafayette Pitts,CB,25,71,195,Pittsburgh,Bills
41,Mike Jordan,CB,25,73,200,Missouri Western,Browns
26,Brandon Williams,CB,25,73,200,Texas A&M,Cardinals
28,Chris Milton,CB,25,71,196,Georgia Tech,Colts
34,Brian Poole,CB,25,69,213,Florida,Falcons
28,Josh Hawkins,CB,25,70,189,East Carolina,Packers
32,Antonio Hamilton,CB,25,73,190,South Carolina State,Raiders
2,DeAndre Elliott,CB,25,73,189,Colorado State,Seahawks
26,Josh Shaw,CB,25,73,190,USC,Bengals
29,Craig Mager,CB,25,71,200,Texas State,Chargers
20,Steven Nelson,CB,25,71,194,Oregon State,Chiefs
22,Marcus Peters,CB,25,73,197,Washington,Chiefs
36,Tony Lippett,CB,25,75,192,Michigan State,Dolphins
28,Quandre Diggs,CB,25,69,200,Texas,Lions
23,Damarious Randall,CB,25,71,196,Arizona State,Packers
24,Quinten Rollins,CB,25,71,195,Miami (OH),Packers
23,LaDarius Gunter,CB,25,74,201,Miami,Panthers
25,Eric Rowe,CB,25,73,205,Utah,Patriots
47,Quinton Dunbar,CB,25,74,197,Florida,Redskins
30,Kevin Johnson,CB,25,73,190,Wake Forest,Texans
35,Curtis Riley,CB,25,73,190,Fresno State,Titans
26,Trae Waynes,CB,25,73,190,Michigan State,Vikings
23,Kyle Fuller,CB,25,71,190,Virginia Tech,Bears
28,E.J. Gaines,CB,25,70,185,Missouri,Bills
29,Bradley Roby,CB,25,71,194,Ohio State,Broncos
25,Kenneth Acker,CB,25,73,195,SMU,Chiefs
39,Terrance Mitchell,CB,25,71,190,Oregon,Chiefs
27,Isaiah Johnson,DB,25,73,207,Georgia Tech,Rams
75,Cap Capi,DE,25,75,249,Akron,Bills
48,Christian French,DE,25,77,245,Oregon,Seahawks
93,Branden Jackson,DE,25,76,270,Texas Tech,Seahawks
98,Ronald Blair III,DE,25,76,270,Appalachian State,49ers
99,Adam Gotsis,DE,25,76,287,Georgia Tech,Broncos
71,Channing Ward,DE,25,76,279,Ole Miss,Buccaneers
94,Randy Gregory,DE,25,77,255,Nebraska,Cowboys
92,Brandon Dunn,DE,25,74,300,Louisville,Texans
94,Ufomba Kamalu,DE,25,78,300,Miami,Texans
44,Nate Orchard,DE,25,76,255,Utah,Browns
97,Anthony Johnson,DE,25,74,295,LSU,Colts
96,Geneo Grissom,DE,25,76,265,Oklahoma,Patriots
44,Hau'oli Kikaha,DE,25,75,246,Washington,Saints
96,L.T. Walton,DE,25,77,305,Central Michigan,Steelers
97,Angelo Blackson,DE,25,76,318,Auburn,Texans
54,Cassius Marsh,DE,25,76,245,UCLA,49ers
94,Chris Smith,DE,25,73,266,Arkansas,Bengals
90,DeMarcus Lawrence,DE,25,75,265,Boise State,Cowboys
97,Marcus Smith II,DE,25,75,258,Louisville,Seahawks
59,Carroll Phillips,DE,25,75,242,Illinois,Jaguars
76,Richard Ash,DT,25,75,320,Western Michigan,Cowboys
92,Adolphus Washington,DT,25,76,295,Ohio State,Bills
55,Christian Ringo,DT,25,73,298,Louisiana,Lions
69,Anthony Zettel,DT,25,76,270,Penn State,Lions
97,Michael Pierce,DT,25,73,340,Samford,Ravens
93,David Onyemata,DT,25,76,300,Manitoba,Saints
96,Woodrow Hamilton,DT,25,75,315,Ole Miss,Saints
90,Jarran Reed,DT,25,75,306,Alabama,Seahawks
97,Jordan Phillips,DT,25,78,333,Oklahoma,Dolphins
98,Gabe Wright,DT,25,75,305,Auburn,Dolphins
94,Carl Davis,DT,25,77,321,Iowa,Ravens
59,David Parry,DT,25,74,317,Stanford,Saints
95,Tyeler Davison,DT,25,74,309,Fresno State,Saints
93,Tim Jernigan,DT,25,74,295,Florida State,Eagles
96,Jay Bromley,DT,25,75,314,Syracuse,Giants
91,Dominique Easley,DT,25,74,273,Florida,Rams
93,Daniel McCullers,DT,25,79,352,Tennessee,Steelers
95,Johnathan Hankins,DT,25,74,325,Ohio State,Colts
90,Treyvon Hester,DT,25,74,304,Toledo,Raiders
42,Malcolm Johnson,FB,25,73,231,Mississippi State,49ers
34,Derek Watt,FB,25,74,234,Wisconsin,Chargers
40,Joe Kerridge,FB,25,73,245,Michigan,Packers
22,Aaron Ripkowski,FB,25,73,246,Oklahoma,Packers
45,Roosevelt Nix,FB,25,71,248,Kent State,Steelers
41,Keith Smith,FB,25,73,240,San Jose State,Cowboys
45,Jay Prosch,FB,25,73,255,Auburn,Texans
64,Justin McCray,G,25,75,317,UCF,Packers
66,Trey Hopkins,G,25,75,310,Texas,Bengals
66,Spencer Drango,G,25,78,315,Baylor,Browns
63,Donavon Clark,G,25,76,315,Michigan State,Chargers
79,Parker Ehinger,G,25,78,310,Cincinnati,Chiefs
75,Jamil Douglas,G,25,76,308,Arizona State,Falcons
64,Chris Reed,G,25,77,310,Minnesota State,Jaguars
62,Joe Thuney,G,25,77,305,NC State,Patriots
68,Ian Silberman,G,25,77,305,Boston College,Raiders
72,Alex Lewis,G,25,78,315,Nebraska,Ravens
70,Rees Odhiambo,G,25,76,315,Boise State,Seahawks
62,Chad Slade,G,25,75,315,Auburn,Texans
75,Laken Tomlinson,G,25,75,312,Duke,49ers
64,Mark Glowinski,G,25,76,310,West Virginia,Colts
76,Jon Feliciano,G,25,76,325,Miami,Raiders
68,Isaac Asiata,G,25,75,341,Utah,Dolphins
68,Tyler Catalina,G,25,76,325,Georgia,Redskins
39,Derrick Mathews,LB,25,73,232,Houston,Giants
58,Curtis Grant,LB,25,74,249,Ohio State,Giants
45,Pete Robertson,LB,25,74,243,Texas Tech,Redskins
94,Leonard Floyd,LB,25,76,251,Georgia,Bears
50,Zaire Anderson,LB,25,71,220,Nebraska,Broncos
56,Max Bullough,LB,25,75,245,Michigan State,Browns
48,Jeremy Cash,LB,25,73,230,Duke,Browns
49,Josh Keyes,LB,25,74,227,Boston College,Browns
50,Gabe Martin,LB,25,74,236,Bowling Green,Cardinals
46,Chris Landrum,LB,25,74,245,Jacksonville State,Chargers
52,Dadi Nicolas,LB,25,75,235,Virginia Tech,Chiefs
59,Joe Walker,LB,25,74,236,Oregon,Eagles
50,Nicholas Grigsby,LB,25,74,230,Pittsburgh,Patriots
91,Shilique Calhoun,LB,25,76,251,Michigan State,Raiders
53,Carlos Thompson,LB,25,77,250,Ole Miss,Rams
99,Matthew Judon,LB,25,75,263,Grand Valley State,Ravens
48,Patrick Onwuasor,LB,25,73,227,Portland State,Ravens
47,Paul Dawson,LB,25,73,240,TCU,Seahawks
59,Josh Forrest,LB,25,75,240,Kentucky,Seahawks
44,Tyler Matakevich,LB,25,73,235,Temple,Steelers
92,Kevin Dodd,LB,25,77,277,Clemson,Titans
53,John Timu,LB,25,73,245,Washington,Bears
49,Edmond Robinson,LB,25,75,245,Newberry,Cardinals
50,Hayes Pullard III,LB,25,73,235,USC,Chargers
52,Denzel Perryman,LB,25,71,240,Miami,Chargers
53,Ramik Wilson,LB,25,74,237,Georgia,Chiefs
44,Stephone Anthony,LB,25,75,245,Clemson,Dolphins
58,Jordan Hicks,LB,25,73,236,Texas,Eagles
44,Vic Beasley Jr.,LB,25,75,246,Clemson,Falcons
55,Lorenzo Mauldin,LB,25,76,259,Louisville,Jets
47,Jake Ryan,LB,25,74,240,Michigan,Packers
54,Bryce Hager,LB,25,73,237,Baylor,Rams
90,Za'Darius Smith,LB,25,76,275,Kentucky,Ravens
94,Preston Smith,LB,25,77,265,Mississippi State,Redskins
56,Anthony Chickillo,LB,25,75,255,Miami,Steelers
50,Ben Heeney,LB,25,73,230,Kansas,Texans
55,Benardrick McKinney,LB,25,76,250,Mississippi State,Texans
54,Eric Kendricks,LB,25,73,232,UCLA,Vikings
52,Preston Brown,LB,25,73,251,Louisville,Bills
48,Shaquil Barrett,LB,25,74,250,Colorado State,Broncos
51,Todd Davis,LB,25,73,230,Sacramento State,Broncos
52,Corey Nelson,LB,25,73,226,Oklahoma,Broncos
58,Christian Kirksey,LB,25,74,235,Iowa,Browns
20,Deone Bucannon,LB,25,73,211,Washington State,Cardinals
96,Kareem Martin,LB,25,78,272,North Carolina,Cardinals
97,Jerry Attaochu,LB,25,75,252,Georgia Tech,Chargers
59,Anthony Hitchens,LB,25,73,235,Iowa,Cowboys
59,Marquis Flowers,LB,25,75,250,Arizona,Patriots
57,C.J. Mosley,LB,25,74,250,Alabama,Ravens
50,Ryan Shazier,LB,25,73,230,Ohio State,Steelers
54,Avery Williamson,LB,25,73,246,Kentucky,Titans
55,Anthony Barr,LB,25,77,255,UCLA,Vikings
44,Jelani Jenkins,LB,25,73,240,Florida,Texans
59,Charmeachealle Moore,LB,25,73,235,Kansas State,Chargers
49,Dylan Donahue,LB,25,74,248,West Georgia,Jets
46,Luke Rhodes,LS,25,74,238,William & Mary,Colts
45,Rick Lovato,LS,25,74,249,Old Dominion,Eagles
49,Zach Wood,LS,25,75,255,SMU,Saints
57,Kameron Canaday,LS,25,76,245,Portland State,Steelers
49,Joe Cardona,LS,25,75,245,Navy,Patriots
69,Tyler Ott,LS,25,75,253,Harvard,Seahawks
71,Zach Sterup,OT,25,80,318,Nebraska,Dolphins
71,Matt Feiler,OT,25,78,330,Bloomsburg,Steelers
66,Leonard Wester,OT,25,78,305,Missouri Western,Buccaneers
72,Brandon Shell,OT,25,77,324,South Carolina,Jets
72,Brian Mihalik,OT,25,81,315,Boston College,Lions
74,George Fant,OT,25,77,322,Western Kentucky,Seahawks
70,Cedric Ogbuehi,OT,25,77,310,Texas A&M,Bengals
75,Cameron Erving,OT,25,77,313,Florida State,Chiefs
65,Tyreek Burwell,OT,25,78,310,Cincinnati,Colts
79,Chaz Green,OT,25,77,318,Florida,Cowboys
74,Ty Sambrailo,OT,25,77,311,Colorado State,Falcons
70,Corey Robinson,OT,25,79,317,South Carolina,Lions
60,Daryl Williams,OT,25,78,330,Oklahoma,Panthers
79,Robert Havenstein,OT,25,80,328,Wisconsin,Rams
70,Andrew Donnal,OT,25,78,310,Iowa,Ravens
60,Arie Kouandjio,OT,25,77,316,Alabama,Redskins
63,Kendall Lamm,OT,25,78,305,Appalachian State,Texans
70,Ja'Wuan James,OT,25,78,307,Tennessee,Dolphins
70,Jake Matthews,OT,25,77,309,Texas A&M,Falcons
73,Greg Robinson,OT,25,77,332,Auburn,Lions
74,Ulrick John,OT,25,77,307,Georgia State,Packers
71,Cameron Fleming,OT,25,78,320,Stanford,Patriots
68,Conor McDermott,OT,25,80,305,UCLA,Bills
72,Garett Bolles,OT,25,77,297,Utah,Broncos
65,Jessamen Dunker,OT,25,76,315,Tennessee State,Giants
4,Lachlan Edwards,P,25,76,209,Sam Houston State,Jets
5,Michael Palardy,P,25,71,200,Tennessee,Panthers
5,Sam Ficken,PK,25,73,191,Penn State,Rams
1,Cody Parkey,PK,25,73,190,Auburn,Dolphins
8,Kevin Hogan,QB,25,75,218,Stanford,Browns
7,Cardale Jones,QB,25,77,250,Ohio State,Chargers
11,Carson Wentz,QB,25,77,237,North Dakota State,Eagles
14,Jake Rudock,QB,25,75,212,Michigan,Lions
18,Connor Cook,QB,25,76,215,Michigan State,Raiders
8,Brandon Allen,QB,25,74,214,Arkansas,Rams
14,Sean Mannion,QB,25,78,231,Oregon State,Rams
5,Blake Bortles,QB,25,77,236,UCF,Jaguars
5,Teddy Bridgewater,QB,25,74,215,Louisville,Vikings
33,Tra Carson,RB,25,71,228,Texas A&M,Bengals
48,Bronson Hill,RB,25,70,215,Eastern Michigan,Cardinals
23,Devontae Booker,RB,25,71,219,Utah,Broncos
20,Rob Kelley,RB,25,73,233,Tulane,Redskins
36,Daniel Lasco,RB,25,73,205,California,Saints
31,Raheem Mostert,RB,25,70,197,Purdue,49ers
44,Andre Williams,RB,25,73,220,Boston College,Chargers
28,Terron Ward,RB,25,67,201,Oregon State,Falcons
88,Ty Montgomery,RB,25,73,216,Stanford,Packers
39,Kapri Bibbs,RB,25,71,203,Colorado State,Redskins
42,Bishop Sankey,RB,25,70,213,Washington,Vikings
32,Jeremy Hill,RB,25,73,230,LSU,Bengals
34,Isaiah Crowell,RB,25,71,225,Alabama State,Browns
26,Damien Williams,RB,25,71,224,Oklahoma,Dolphins
24,Devonta Freeman,RB,25,68,206,Florida State,Falcons
26,Orleans Darkwa,RB,25,71,219,Tulane,Giants
28,James White,RB,25,70,205,Wisconsin,Patriots
21,Jerick McKinnon,RB,25,69,205,Georgia Southern,Vikings
26,Le'Veon Bell,RB,25,73,225,Michigan State,Steelers
33,De'Angelo Henderson,RB,25,67,208,Coastal Carolina,Broncos
37,Akeem Judd,RB,25,70,225,Ole Miss,Jets
39,Isaiah Johnson,S,25,73,209,South Carolina,Buccaneers
36,Ryan Murphy,S,25,73,214,Oregon State,Giants
20,Briean Boddy-Calhoun,S,25,69,193,Minnesota,Browns
41,Matthias Farley,S,25,71,209,Notre Dame,Colts
33,Andrew Adams,S,25,71,205,Connecticut,Giants
43,Corey Moore,S,25,74,205,Georgia,Texans
29,Jaquiski Tartt,S,25,73,221,Samford,49ers
36,Derron Smith,S,25,70,200,Fresno State,Browns
31,Adrian Phillips,S,25,71,210,Texas,Chargers
26,Clayton Geathers,S,25,74,220,UCF,Colts
31,Byron Jones,S,25,73,205,Connecticut,Cowboys
37,Jordan Richards,S,25,71,210,Stanford,Patriots
22,Deshazor Everett,S,25,73,195,Texas A&M,Redskins
33,Tre Boston,S,25,73,205,North Carolina,Chargers
23,Terrence Brooks,S,25,71,200,Florida State,Jets
21,Ha Ha Clinton-Dix,S,25,73,208,Alabama,Packers
29,Andre Hal,S,25,70,190,Vanderbilt,Texans
32,Tyrann Mathieu,S,25,69,186,LSU,Cardinals
39,Eddie Jackson,S,25,73,202,Alabama,Bears
37,Jordan Simone,S,25,71,190,Arizona State,Seahawks
45,Jason Vander Laan,TE,25,75,244,Ferris State,Colts
82,Manasseh Garner,TE,25,74,241,Pittsburgh,Redskins
84,Nick O'Leary,TE,25,75,252,Florida State,Bills
83,Matt LaCosse,TE,25,78,255,Illinois,Broncos
87,Seth DeValve,TE,25,75,245,Princeton,Browns
86,Randall Telfer,TE,25,76,250,USC,Browns
43,Ross Travis,TE,25,79,235,Penn State,Colts
86,Erik Swoope,TE,25,77,258,Miami,Colts
89,Jerell Adams,TE,25,77,254,South Carolina,Giants
83,Eric Tomlinson,TE,25,78,263,UTEP,Jets
84,Hakeem Valles,TE,25,77,260,Monmouth,Lions
82,Chris Manhertz,TE,25,78,255,Canisius,Panthers
89,Tyler Higbee,TE,25,78,257,Western Kentucky,Rams
85,Xavier Grimble,TE,25,76,261,USC,Steelers
85,MyCole Pruitt,TE,25,74,243,Southern Illinois,Texans
89,Stephen Anderson,TE,25,75,230,California,Texans
85,Daniel Brown,TE,25,77,247,James Madison,Bears
81,Tyler Kroft,TE,25,78,260,Rutgers,Bengals
87,C.J. Uzomah,TE,25,78,265,Auburn,Bengals
82,Jeff Heuerman,TE,25,77,255,Ohio State,Broncos
45,Asante Cleveland,TE,25,77,260,Miami,Chargers
80,Scott Simonson,TE,25,77,255,Assumption,Panthers
84,Darren Waller,TE,25,78,255,Georgia Tech,Ravens
87,Troy Niklas,TE,25,78,270,Notre Dame,Cardinals
88,Austin Seferian-Jenkins,TE,25,77,262,Washington,Jets
--,Dom Williams,WR,25,74,200,Washington State,Eagles
12,Alex Erickson,WR,25,73,195,Wisconsin,Bengals
87,Jordan Taylor,WR,25,77,210,Rice,Broncos
19,Jakeem Grant,WR,25,67,169,Texas Tech,Dolphins
17,Charone Peake,WR,25,74,209,Clemson,Jets
18,Damiere Byrd,WR,25,69,180,South Carolina,Panthers
19,Malcolm Mitchell,WR,25,73,200,Georgia,Patriots
13,Maurice Harris,WR,25,75,200,California,Redskins
18,Josh Doctson,WR,25,74,206,TCU,Redskins
11,Tommylee Lewis,WR,25,67,168,Northern Illinois,Saints
19,Tanner McEvoy,WR,25,78,230,Wisconsin,Seahawks
13,Braxton Miller,WR,25,74,215,Ohio State,Texans
81,Cameron Meredith,WR,25,75,207,Illinois State,Bears
11,Kevin White,WR,25,75,216,West Virginia,Bears
14,J.J. Nelson,WR,25,70,160,UAB,Cardinals
16,Tyrell Williams,WR,25,76,205,Western Oregon,Chargers
17,Chris Conley,WR,25,75,205,Georgia,Chiefs
11,DeVante Parker,WR,25,75,212,Louisville,Dolphins
13,Rashad Greene Sr.,WR,25,71,186,Florida State,Jaguars
19,Devin Smith,WR,25,73,199,Ohio State,Jets
81,Quincy Enunwa,WR,25,74,225,Nebraska,Jets
82,Lucky Whitehead,WR,25,69,180,Florida Atlantic,Jets
12,Bradley Marquez,WR,25,70,205,Texas Tech,Lions
13,TJ Jones,WR,25,73,190,Notre Dame,Lions
13,Phillip Dorsett,WR,25,70,185,Miami,Patriots
16,Brandon Coleman,WR,25,78,225,Rutgers,Saints
83,Willie Snead,WR,25,71,195,Ball State,Saints
16,Tyler Lockett,WR,25,70,182,Kansas State,Seahawks
17,Eli Rogers,WR,25,70,187,Louisville,Steelers
87,Jordan Matthews,WR,25,75,212,Vanderbilt,Bills
14,Cody Latimer,WR,25,74,215,Indiana,Broncos
12,Albert Wilson,WR,25,69,200,Georgia State,Chiefs
13,De'Anthony Thomas,WR,25,68,176,Oregon,Chiefs
14,Jarvis Landry,WR,25,71,208,LSU,Dolphins
13,Odell Beckham Jr.,WR,25,71,198,LSU,Giants
17,Davante Adams,WR,25,73,215,Fresno State,Packers
10,Paul Richardson,WR,25,73,183,Colorado,Seahawks
13,Keenan Allen,WR,25,74,211,California,Chargers
10,Kenny Stills,WR,25,73,196,Oklahoma,Dolphins
17,Robert Woods,WR,25,73,193,USC,Rams
10,DeAndre Hopkins,WR,25,73,210,Clemson,Texans
61,Anthony Fabiano,C,24,73,303,Harvard,Colts
68,Matt Skura,C,24,75,313,Duke,Ravens
62,Mike Matthews,C,24,74,300,Texas A&M,Steelers
70,Evan Boehm,C,24,75,310,Missouri,Cardinals
79,Max Tuerk,C,24,77,298,USC,Cardinals
73,Spencer Pulley,C,24,76,308,Vanderbilt,Chargers
78,Ryan Kelly,C,24,76,309,Alabama,Colts
66,Nick Martin,C,24,76,300,Notre Dame,Texans
67,Cornelius Edison,C,24,75,309,Portland State,Vikings
74,Ali Marpet,C,24,76,307,Hobart,Buccaneers
63,Marcus Martin,C,24,75,310,USC,Browns
73,Chase Roullier,C,24,75,317,Wyoming,Redskins
29,Tony McRae,CB,24,70,185,North Carolina A&T,Bengals
39,Michael Hunter,CB,24,73,192,Oklahoma State,Broncos
38,Donte Deayon,CB,24,69,163,Boise State,Giants
40,Bryson Keeton,CB,24,74,190,Montana State,Jets
24,Kalan Reed,CB,24,71,192,Southern Mississippi,Titans
20,KeiVarae Russell,CB,24,71,196,Notre Dame,Bengals
35,C.J. Smith,CB,24,71,189,North Dakota State,Browns
29,Ryan Smith,CB,24,71,189,North Carolina Central,Buccaneers
35,Javien Elliott,CB,24,71,176,Florida State,Buccaneers
24,Trevor Williams,CB,24,71,191,Penn State,Chargers
21,Eric Murray,CB,24,71,199,Minnesota,Chiefs
37,D.J. White,CB,24,71,193,Georgia Tech,Colts
30,Anthony Brown,CB,24,71,196,Purdue,Cowboys
21,Jordan Lucas,CB,24,73,202,Penn State,Dolphins
25,Xavien Howard,CB,24,73,196,Baylor,Dolphins
32,Juston Burris,CB,24,73,212,NC State,Jets
24,James Bradberry,CB,24,73,212,Samford,Panthers
27,Kevon Seymour,CB,24,73,185,USC,Panthers
31,Jonathan Jones,CB,24,70,190,Auburn,Patriots
41,Cyrus Jones,CB,24,70,200,Alabama,Patriots
20,Ken Crawley,CB,24,73,180,Colorado,Saints
33,Tye Smith,CB,24,73,195,Towson,Titans
36,LeShaun Sims,CB,24,73,203,Southern Utah,Titans
